0.0366601313, 6.0638632239, 13.3762063021
0.0486433115, 6.5716214116, 13.3646174378
0.1031492718, 6.7407838214, 13.6098619014
0.1323588836, 6.494523291, 13.9104079856
0.1640376896, 6.3587546896, 13.9488927642
0.1977861343, 6.5580123569, 13.8870671395
0.2398529778, 6.8148174233, 13.963785921
0.2719760478, 7.232193342, 14.3798922529
0.2803431937, 7.1319898129, 14.7891763334
0.2947907781, 6.8198981005, 14.9488953671
0.3173395255, 6.612425845, 14.8553339696
0.3485756641, 6.7544737463, 14.8202834199
0.3748623675, 6.7192612613, 14.9083787753
0.4036178835, 6.4280982839, 15.1366785819
0.4217218462, 5.591490883, 15.1414681585
0.4710461954, 4.6359083339, 14.9074489867
0.5076794452, 4.1550575486, 14.7686965509
0.5408850252, 4.0174356981, 14.8815257757
0.5683813235, 3.5889392998, 15.2186101733
0.5928851929, 2.9391698857, 15.5442150116
0.6341984633, 2.0861088262, 15.5946899856
0.6979634349, 1.3737326173, 15.3581814717
0.7754625023, 0.7808155053, 15.1050277604
0.829839732, 0.312204414, 15.1389998793
0.8805795506, 0.0298921844, 15.3040901061
0.9584532397, -0.0656179623, 15.2847943599
1.0630848644, 0.0289691809, 14.9584921063
1.1762462291, -0.1517617076, 14.6005404429
1.2616525362, -0.5068265721, 14.4940631388
1.3308087526, -0.9759281847, 14.8071890483
1.3819636666, -1.4782392341, 15.1890030705
1.4582533618, -1.5969749333, 15.372002947
1.5522689921, -1.5817163045, 15.2719515574
1.6511574735, -1.5503038468, 15.0478624456
1.7265113836, -2.0851848011, 14.9585646132
1.7274401247, -2.5924031847, 15.207368091
1.7070269803, -2.944183469, 15.5050082543
1.6965748806, -3.1855655612, 15.6980748585
1.7337831085, -3.5946963281, 15.5110387351
1.8007527412, -4.5530141504, 15.170450976
1.8217495224, -5.7389429073, 14.9603036063
1.7827950155, -7.124641342, 15.1525615281
1.7075593654, -8.2975195778, 15.4349109527
1.6524264577, -9.208016661, 15.575882451
1.6030536852, -9.7259066569, 15.4960073438
1.5618179502, -10.1452185296, 15.198368895
1.4827332653, -11.0108452975, 15.0324220788
1.3773016867, -12.275137185, 14.9488005097
1.2378399616, -13.1459771827, 15.2404286816
1.0865433718, -13.4667264132, 15.3073397224
0.9672951915, -13.1051322964, 15.0047795329
0.8864329607, -12.5142324208, 14.5058085829
0.7667707012, -12.1361679405, 14.0522043472
0.6204449659, -11.9995775975, 13.8049815821
0.4815831052, -11.9531622902, 13.7161409295
0.3191225404, -11.7214187088, 13.5918815501
0.1448800145, -11.1867611343, 13.210131846
-0.0063051511, -10.5281684786, 12.7961784587
-0.1575909872, -9.6616426343, 12.2971950295
-0.2948410427, -8.5673085417, 11.8236402111
-0.4092964408, -7.7798641604, 11.5278707134
-0.4937075602, -7.1776753361, 11.4308827802
-0.5661796345, -6.6314254396, 11.3272519025
-0.634937708, -5.968199335, 11.0416480117
-0.663893821, -5.3757313407, 10.7504889125
-0.653137495, -4.2979622168, 10.6898073795
-0.6298846138, -3.4000753648, 10.5862633757
-0.5770624616, -2.4259817915, 10.4783816269
-0.4918821553, -1.450085927, 10.4141452599
-0.4070274382, -0.6777640552, 10.2887377886
-0.2901846961, -0.1178074295, 10.1677048178
-0.1379354716, 0.5120047582, 10.1758610204
0.0625826632, 1.3584162256, 10.2466357819
0.2926077966, 1.9972794085, 10.2940335432
0.5717886985, 2.4844615259, 10.2187490955
0.8736777838, 2.816312409, 10.0541113995
1.193667802, 3.14888344, 9.9509280141
1.553344498, 3.2806326066, 9.9218374564
1.9175282625, 3.2136062332, 9.9598661444
2.3149858179, 3.1372929129, 9.9629566063
2.7176995297, 3.1927824101, 9.9571379823
3.1455819649, 3.2377004304, 9.9112386277
3.5681824514, 3.1436514198, 9.8423723784
3.9490014295, 2.7228002064, 9.826586173
4.2746328888, 1.9073584684, 9.8472523758
4.5533888323, 1.5679607068, 9.9439961465
4.7574729467, 1.4308897908, 10.0229593605
4.8324256584, 1.3721799694, 10.2830153347
4.8297962792, 1.1116042828, 10.564607198
4.7463209868, 0.7101489555, 10.840939071
4.5772681757, 0.3014174906, 11.1826262823
4.3306756621, -0.1207361774, 11.6690836958
4.0861603603, -0.49006203, 12.1259003408
3.8396755659, -0.8727502628, 12.4438361702
3.6332664105, -1.6367458092, 12.6192055872
3.4407475555, -2.3194233138, 12.6351700397
3.2603473884, -2.853857741, 12.662425755
2.9987771349, -3.2056985821, 12.904036536
2.7585882445, -3.6548223063, 13.1983948718
2.5301785354, -4.1053422734, 13.433518155
2.3390218532, -4.7585940747, 13.5388096107
2.1738350499, -5.5068147517, 13.4808111416
1.9458482444, -5.774032494, 13.5708435619
1.7943125961, -5.7818956561, 13.7757752507
1.6549643298, -5.9257135991, 13.9363930121
1.5613668217, -5.7631020512, 13.8952004887
1.5143635922, -5.2325870679, 13.6828831123
1.4794833328, -4.5701688179, 13.5278064967
1.4581688032, -4.0016943192, 13.4316274321
1.4470967219, -3.6099354883, 13.4278732768
1.4636672588, -3.1281952412, 13.3918666936
1.5194095604, -2.400196519, 13.3268361746
1.6192564909, -1.4100898884, 13.0466859577
1.7496458074, -0.5999830297, 12.6693818726
1.9226767361, -0.5109977717, 12.2955677675
2.1045283986, -0.5801394265, 12.0668156369
2.2858795776, -0.4250440882, 11.876109477
2.4783787371, -0.0508336975, 11.6610786721
2.6944633703, 0.3884471088, 11.4345966959
2.9710074368, 0.3831673021, 11.1564412998
3.2839405748, -0.0488032377, 10.8217898846
3.6490000622, -0.6059703616, 10.4504586136
4.0014219145, -1.216712067, 10.1772933716
4.3173568357, -1.6849576172, 10.0736670234
4.6181748298, -2.0145527884, 10.0504802043
4.9085822012, -2.3931828185, 9.8809984775
5.2524936912, -2.871508265, 9.4916013653
5.5506672043, -3.458362481, 9.0694223544
5.7131910351, -4.1070703284, 8.7892575105
5.6271431693, -4.6023420823, 8.8377069646
5.2731839744, -5.2209123229, 9.2798845867
4.8112664841, -5.7442921243, 9.7761961838
4.4042692104, -5.9335095614, 10.0637625202
3.9783249839, -5.7459195853, 10.3035941392
3.5881749795, -5.3704038178, 10.5843451625
3.1620289454, -5.5174137829, 10.8941003806
2.7951864786, -5.4674742887, 11.4812880323
2.3926999781, -5.8770246562, 11.9577139047
2.1217756909, -6.1633658064, 12.2002059483
1.8672158945, -6.1449436773, 12.3248906782
1.6882760437, -5.8755037882, 12.319083237
1.5156338032, -5.6881642053, 12.3679787575
1.3487698279, -5.5197349971, 12.4926611523
1.2094929356, -5.5644599046, 12.6247316858
1.0901443694, -5.6982496522, 12.5773725169
1.0118412997, -6.0244041644, 12.4743503382
0.9204949361, -6.4088138177, 12.354780185
0.8459562761, -6.3376789197, 12.3252993917
0.7648769394, -6.0187636294, 12.3886538557
0.7139043734, -5.46028745, 12.3856636732
0.6564597484, -4.7920756274, 12.2783555075
0.6393114067, -4.1061970269, 12.1179641299
0.6120559761, -3.3081624145, 12.1562292432
0.5966079416, -2.4225345831, 12.2329537072
0.5886601767, -1.8343828011, 12.4089561248
0.596748892, -1.2249746838, 12.5192021141
0.6124250072, -0.8327821143, 12.4732982619
0.6393651202, -0.2833018252, 12.2256174996
0.6557319389, 0.4773112844, 11.9492786609
0.6547245411, 1.068495594, 11.7390425133
0.649533852, 1.206527158, 11.5815887398
0.6408835134, 0.9053304783, 11.4738877037
0.6185237253, 0.7538252648, 11.3703506133
0.5531958387, 0.8235184579, 11.3049465875
0.4897027799, 0.8899278323, 11.1737695644
0.4389368283, 0.5249526001, 11.0351314914
0.3288826089, 0.1654835124, 10.9727192657
0.2343015141, -0.0487396414, 10.7765939421
0.152377963, 0.231741861, 10.4809921061
0.0370926153, 0.8492872078, 10.1594542909
-0.0837833697, 1.5163314388, 9.8171896921
-0.2421385441, 2.0952517313, 9.4467704447
-0.388490062, 2.998004203, 9.2266378879
-0.5886688139, 5.0809620588, 9.7631539914
-0.6934040247, 7.2386658999, 10.4169831519
-0.7611864693, 9.4326704619, 11.4762502225
