0.6615792496, -10.6797515354, 15.6311828562
0.7521421379, -11.5252183975, 15.3943710429
0.8268287752, -12.2110276813, 15.3624478695
0.9467752062, -12.4833717082, 15.143567329
1.0244299648, -12.6216213656, 15.2209539691
1.1501090281, -11.7569944537, 14.6710555679
1.2884457012, -10.3867943266, 13.7001957335
1.4597278368, -9.0313581882, 12.5609833008
1.5397780773, -7.7801200837, 11.9519221422
1.5699558433, -7.0216967536, 11.6197252949
1.5304250782, -6.3357438535, 11.2787901603
1.4787695333, -5.325777389, 10.6158614588
1.3821004034, -3.8509633452, 9.6528549662
1.2546710263, -2.4553993775, 8.7423017654
1.0518131224, -1.7209778391, 8.3290079736
0.8086765424, -0.7583623215, 8.4653467622
0.5306611699, -0.4965040027, 8.2943414092
0.258125439, -0.2952499451, 7.3889226646
-0.0644617916, 0.578481009, 6.8323996397
-0.3628263449, 0.8848438387, 6.641485782
-0.6542361955, 0.8881615577, 6.8123094179
-0.9100335268, 0.7027611482, 6.8614918967
-1.1852893732, 0.8835480587, 6.6071625872
-1.4481134237, 0.6271242512, 5.8927590807
-1.716143188, 0.3195959952, 5.3101138414
-1.8784898542, 0.139628561, 5.5030452408
-1.9851961241, -0.1028852662, 5.9931627968
-2.0813082638, -0.3482805919, 6.1781797202
-2.1450972929, -0.5911995973, 5.972578561
-2.1496237206, -0.8328683821, 5.7791097185
-1.9968529668, -1.0235269072, 6.106017539
-1.7399050447, -1.2897527119, 6.7680478777
-1.486787802, -1.7542918638, 7.3713438788
-1.2251912059, -2.0854369382, 7.5871248548
-0.9569275145, -2.2688624234, 7.4205898267
-0.663056833, -2.2605152069, 7.245301867
-0.335095228, -2.0853454658, 7.4574224568
-0.0343835505, -2.1900996419, 8.0948777956
0.2277553502, -2.4255429426, 8.6408209796
0.4679354408, -2.5094561647, 8.8740569944
0.6839101818, -2.3721944752, 8.8356684599
0.8728171855, -2.2509766155, 9.0043246787
1.083283569, -2.4652843979, 9.224613907
1.211500364, -1.9061949491, 9.8618629105
1.2879670812, -1.7798901577, 10.0626004327
1.4128331377, -1.4907089474, 9.9046861895
1.5291129473, -1.3322279791, 9.544758869
1.6014610755, -1.3189245603, 9.323514827
1.6148515225, -1.2515972379, 9.3571829087
1.568593466, -1.1222747916, 9.5003608489
1.5323873609, -0.9165595928, 9.4001052288
1.5272612086, -0.9026472853, 8.9824035321
1.4394426216, -1.0837052564, 8.5256777464
1.336449812, -1.3920210179, 8.1584410934
1.1810760267, -1.5851298435, 8.1797876581
0.992101846, -1.6507556737, 8.2040014627
0.7418093916, -1.5188984774, 8.1060333958
0.4936084827, -1.1269716698, 7.8482521487
0.1673735968, -0.8025050775, 7.5585718728
-0.1499112016, -0.6760256676, 7.5552602656
-0.4975919501, -0.8058845045, 7.7212674839
-0.8038062886, -0.9368520423, 7.8915057117
-1.0895693637, -0.875949985, 8.0223803692
-1.4015430798, -0.5554547741, 8.0021635591
-1.6412942879, -0.171893229, 8.0270415844
-1.7933381371, 0.0847594674, 8.365784573
-1.9068662043, 0.151440612, 8.8194668047
-1.9957187106, 0.087248831, 9.2674471256
-2.07103422, 0.088085581, 9.5312966536
-2.11791355, -0.0463519951, 9.6446267982
-2.1736225018, -0.5869876102, 9.6959563306
-2.1613472394, -0.9283522373, 9.7815633897
-2.117282045, -1.0813663031, 10.1784808842
-2.0202728999, -0.6816482512, 10.6222209741
-1.8835874642, -0.1213286593, 11.0547797152
-1.7475278618, 0.2416303793, 11.3176761971
-1.6142759346, -0.4130849987, 11.1802051934
-1.5221333733, -1.4847533767, 10.9277480998
-1.3219786822, -2.6756003707, 10.7246390377
-1.0313278588, -3.0511145058, 10.8417056655
-0.7951356688, -2.4598653736, 11.1916373391
-0.5092202885, -1.6794067067, 11.358017462
-0.1997866985, -1.6012313584, 11.2513433574
0.0065722313, -2.7936593156, 10.8655949107
0.2510356858, -5.3021396876, 10.563428852
0.4460801255, -7.8593257653, 10.7160658485
0.6670908107, -9.1619381843, 11.3311256205
0.7355418715, -9.0104100187, 11.7765191455
0.8434673003, -8.3837790859, 11.8116592738
1.0190951661, -7.7974228204, 11.4569225724
1.0127516196, -7.8829188414, 11.2054214318
0.9828421715, -8.6536029426, 11.5341480071
0.91810076, -9.6550729459, 12.4312509404
0.8613802973, -10.0636172346, 13.2271634589
0.7921297147, -9.9146369039, 13.4499506347
0.7440289471, -9.4117472865, 13.2097843002
0.7479412339, -8.45774162, 12.6492468805
0.6694139448, -7.5524603739, 12.3395074432
0.6006078519, -7.8328936105, 12.2204895833
0.525845273, -8.5067094601, 12.4749101045
0.4229693592, -8.9266786043, 12.5762681435
0.3404598342, -8.7532367215, 12.4587493559
0.2475905118, -8.1911924679, 12.147232629
0.20061701, -7.7813124006, 11.8867608785
0.1348733707, -7.4734818993, 11.9218759517
0.0680051376, -6.8532163425, 12.2302278543
0.0165333015, -6.6040714968, 12.4908349055
-0.0582542114, -6.4025623978, 12.4986881285
-0.1211166797, -5.7538928614, 12.4316395071
-0.1714253335, -4.8190843929, 12.4069644662
-0.1699331588, -3.2856715094, 12.4870412827
-0.1936095942, -2.1491790605, 12.5201940647
-0.218838739, -1.4496094416, 12.4625251144
-0.2073926658, -1.1364137917, 12.3968800583
-0.2168663034, -0.1315167904, 12.4919638972
-0.2217509769, 1.1340043902, 12.7805538677
-0.2019301298, 1.8056874633, 13.1401617002
-0.1747166121, 2.2347005929, 13.3287986869
-0.1748566927, 2.7883919671, 13.2676643497
-0.1290057658, 3.5534585697, 13.1362036404
-0.1028201459, 4.2985722637, 13.3089967033
-0.0764782911, 4.9511263216, 13.6693149234
-0.0423402713, 5.1578584866, 13.8201260048
-0.0093892079, 5.4135561075, 13.6630915549
